id,parent_id,generated_from,type,text,rationale,verification,status
REQ-AD-024,REQ-PL-011,FUN-AD-08,functional,The system shall give the set of agents that the platform holds and the position that each agent holds.,"DEC-087 attaches an external client to an agent through Interaction, and a client cannot attach to an agent that it cannot find. DEC-042 states the part of the work body over positions, so a caller that raises work needs the position of an agent and not its name alone.",Test,draft
REQ-AD-025,REQ-PL-024,FUN-AD-08,functional,The system shall give only the agents that the position of the caller admits.,"REQ-PL-024 serves to an agent only the part of what the platform holds that its position admits, and DEC-024 puts the data that states what an agent is in this system. A roster that names every agent tells each agent what every other agent is for.",Test,draft
REQ-AD-026,REQ-PL-021,FUN-AD-09,functional,The system shall give what states an agent in a form that a runtime outside the platform can use when the platform does not run.,"REQ-PL-021 keeps agents usable when the platform does not run. DEC-043 states what the form carries, and the form carries each part that DEC-077 names, and the rules that it carries are those that REQ-AD-055 and REQ-AD-054 give to that agent. It carries the model that runs the agent, without which nothing outside the platform could run it, which the form states and does not enforce. A form that names a store, a path or a tool of the platform is not usable without it, and how the form avoids that is below this level (MET-005). REQ-ST-021 states the same property of the copy away from the host.",Test,draft
REQ-AD-028,REQ-PL-005,FUN-AD-10,interface,The system shall give the position that receives a unit of work that names no agent.,"OPN-030. DEC-076 makes this a flag on one position and not a seventh declaration: no boundary refuses against it, so REQ-AD-011 and REQ-AD-048 to REQ-AD-050 carry its lifecycle with the position register. REQ-WC-012 sends such a unit to one declared agent and nothing declared one. DEC-030 makes the choice of an agent a judgement, so this system gives the declaration and makes no choice. DEC-042 states it over a position and not over an agent, so the agent that receives the work can change with no change here.",Test,draft
REQ-AD-030,REQ-PL-016,FUN-AD-02,functional,The system shall confer a position on an agent that exists.,"REQ-PL-016 changes an agent, and the position that an agent holds is a part of what states it (DEC-077). REQ-AD-004 gives a position when the agent is made and REQ-AD-020 refuses a conferral that the caller may not make, so the act itself was refused and accepted and never stated. DEC-068 lets any number of agents hold a position that owns no declared resource, so to confer is not to declare.",Test,draft
REQ-AD-031,REQ-PL-005,RSK-AD-001,safety,The system shall refuse a conferral that does not bind each parameter that the position declares.,"RSK-AD-001. DEC-074 binds a parameter when a position is conferred, and a holder with no binding is served the whole of the part that the declaration states. DEC-073 refuses at admission what a lookup settles, and whether a parameter is bound is a lookup. This removes the holder that has no binding. It does not remove the case where the system holds a binding and does not apply it, which no requirement can state.",Test,draft
REQ-AD-032,REQ-PL-005,RSK-AD-004,safety,The system shall report when the position that receives a unit of work that names no agent has no holder.,"RSK-AD-004. DEC-046 ends the holding of a position when an agent is retired, and a declared receiver with no holder takes every unit of work that names no agent and gives it to nobody. Whether a position has a holder is a lookup.",Test,draft
REQ-AD-033,REQ-PL-016,RSK-AD-008,safety,The system shall not report a change to what states an agent as accepted until it can give that change.,"RSK-AD-008. REQ-PL-016 keeps the history of the configuration of each agent, and a change that is applied before it is recorded leaves a history with a gap. REQ-ST-024 and REQ-WC-025 state the same order for a write and for a unit of work.",Test,draft
REQ-AD-034,REQ-PL-021,FUN-AD-09,performance,"The system shall report, at an interval of TBD, whether an agent can be used from the form that the system gives for use away from the platform.","A form that nobody used is not a form that works, and RSK-AD-003 is found only by using it. REQ-AD-026 is the capability; this requirement is how often the platform proves that it still works. The interval depends on what the proof costs on this host, which is not yet known. REQ-ST-025 is the same requirement for the copy away from the host.",Demonstration,draft
REQ-AD-035,REQ-PL-016,FUN-AD-06,functional,The system shall report to the caller each change that it refuses and the reason for the refusal.,"A caller that gets silence cannot act. With the reason it can ask an agent whose position admits the act (DEC-026), or state the change in a form that this system admits. REQ-ST-026 and REQ-WC-031 state the same for a write and for a unit of work.",Test,draft
REQ-AD-036,REQ-PL-022,FUN-AD-11,functional,The system shall give a copy of what states an agent that is of a state that the system held at one time.,"REQ-PL-022 keeps what states an agent after the loss of the host, and a copy that mixes two states restores an agent that never existed. DEC-020 gives the carriage to External Access and keeps the consistent copy with the system that holds the body, so this requirement gives the copy and names no location (MET-005). INT-PL-13 carries it. REQ-ST-035 states the same property for life state.",Test,draft
REQ-AD-037,REQ-PL-022,FUN-AD-11,functional,The system shall restore what states an agent from a copy that it gave.,"A copy that nobody can restore is not a copy. REQ-ST-020 states the same for life state, and RSK-AD-010 is the failure that both answer.",Test,draft
REQ-AD-038,REQ-PL-016,FUN-AD-02,functional,The system shall accept a change to the identity of a position.,"DEC-038 holds one identity for each position, and REQ-PL-016 asks that a change common to every agent is made in one place. REQ-AD-005 covers the identity of an agent only, so the shared identity, which exists to be changed in one place, had no act that changes it. The caller is refused by position under REQ-AD-018 and not by place, because a position has no place in the hierarchy (DEC-040).",Test,draft
REQ-AD-039,REQ-PL-028,FUN-AD-04,functional,"The system shall accept the declaration of a position, and a change to a position, from an agent only.","REQ-PL-028 accepts a declaration, and a change to a declaration, from an agent only, and DEC-053 gives the reason: to structure a statement of the user into a declaration is a judgement and DEC-030 keeps a judgement out of the platform. REQ-AD-011 accepts the declaration of a position and does not state the writer. DEC-039 makes the declaration of a position an act that a position admits, and this requirement states the writer and not the authority. REQ-AU-002 states the same for a declared class. OPN-050 recorded that REQ-PL-028 had one child while four declaration holders stated nothing.",Test,draft
REQ-AD-040,REQ-PL-006,FUN-AD-12,functional,The system shall refuse the declaration of a position that admits an act on a declared resource which another position already admits.,"DEC-059. Without this refusal, two positions that both admit the acts on one resource restore the failure that ownership removes and nothing observes it. The declared resources and their owners come from Work and Coordination over INT-PL-21. REQ-AD-019 refuses a declaration that the position of the caller does not admit, which is a refusal about the caller. This one is about the position being declared and holds whatever the caller may do.",Test,draft
REQ-AD-041,REQ-PL-006,FUN-AD-12,functional,The system shall refuse the conferral of a position that admits an act on a declared resource which another position already admits.,"DEC-059 states the refusal over the declaration and over the conferral. A position can be declared before the resource is, and the owner of a resource can change, so a conferral reaches a position that the declaration boundary passed. REQ-AD-031 refuses a conferral on a different ground and MET-012 keeps them apart. Whether two agents may hold one owning position is settled by DEC-068 and REQ-AD-045, and not by this row.",Test,draft
REQ-AD-042,REQ-PL-005,FUN-AD-06,functional,The system shall refuse the retirement of an agent whose position the position of the caller does not admit for retirement.,"DEC-064. REQ-AD-020 refuses a conferral that the position of the caller does not state that it may confer, and DEC-064 mirrors DEC-039 for the opposite act. REQ-PL-005 bounds an agent to the authority that its position gives, and to retire the holder of a position reaches further than that authority when nothing states the bound.",Test,draft
REQ-AD-043,REQ-PL-016,FUN-AD-02,functional,"The system shall hold, with each agent, the model that runs that agent.","DEC-065 and DEC-077. REQ-PL-016 keeps the history of the configuration of each agent, and a change of model that the history does not carry is a change nobody can trace a changed answer back to.",Test,draft
REQ-AD-044,REQ-PL-020,FUN-AD-02,functional,"The system shall hold, with each model that it names, the cost of the use of that model.",DEC-065. REQ-PL-020 is a constraint that nothing in the model made readable for one agent. A cost that is held only in total tells nobody which agent to change.,Inspection,draft
REQ-AD-045,REQ-PL-006,FUN-AD-12,functional,The system shall refuse the conferral of a position that owns a declared resource on an agent when another agent holds that position.,"DEC-068. REQ-AD-040 refuses a second position over one resource and REQ-AD-041 refuses the conferral of one, and neither reaches a second holder of the one position, which reaches the same effect. OPN-056.",Test,draft
REQ-AD-046,REQ-PL-027,FUN-AD-07,functional,"The system shall state, in the rules for work with the platform, that a declaration bounds what the platform accepts.","DEC-069 and REQ-PL-027. The rules must agree with what the platform refuses, and every refusal in the platform is against a declaration (DEC-019). A rule that states the bound stays true when the declaration changes, which a copy of the declaration does not. RSK-AD-007.",Test,draft
REQ-AD-047,REQ-PL-027,FUN-AD-07,functional,The system shall not carry the content of a declaration in the rules for work with the platform.,"DEC-069. A copy goes stale (DEC-019), it is paid on every turn that an agent takes, and it invites the agent to judge what a boundary judges. Rule 1 keeps this apart from REQ-AD-046: one row states what the rules say and one row states what they must not carry. RSK-AD-007.",Test,draft
REQ-AD-048,REQ-PL-031,FUN-AD-04,functional,The system shall accept a change to what a declared position admits.,"REQ-PL-031. REQ-AD-038 accepts a change to the identity of a position and says nothing about the part of each body and the acts that it admits, which is what REQ-AD-011 declares and what every boundary refuses against (DEC-019).",Test,draft
REQ-AD-049,REQ-PL-031,FUN-AD-04,functional,The system shall accept the removal of a declared position.,"REQ-PL-031 and DEC-071. DEC-046 ends the holding of a position when an agent is retired and states that it does not end the position, so a position that no agent holds had no path out of the platform at all.",Test,draft
REQ-AD-050,REQ-PL-031,FUN-AD-04,functional,The system shall refuse the removal of a declared position that an agent holds.,"DEC-071. REQ-AD-004 makes an agent hold a declared position, so to remove one that is held leaves an agent that states a position the system does not hold. DEC-046 gives the path: retire the agent, or confer another position, and then remove.",Test,draft
REQ-AD-051,REQ-PL-016,FUN-AD-02,functional,The system shall retire an agent.,"REQ-PL-016 makes, changes and retires agents. REQ-AD-004 makes one and REQ-AD-030 confers a position, and retirement appeared only in its consequences, REQ-AD-006 and REQ-AD-010, and in the refusal REQ-AD-042. The act itself was refused and its effects were stated and the act was never stated, which is the defect REQ-AD-030 records for conferral. DEC-046 states what retirement removes.",Test,draft
REQ-AD-052,REQ-PL-011,FUN-AD-07,functional,"The system shall state, in the rules for work with the platform, where a caller finds the acts that it can do.","DEC-069 states that Agent Definition says where a caller finds the acts and that Actuation holds them. REQ-AD-046 and REQ-AD-047 state that the rules name the bound and carry no content of a declaration, and neither states where the acts are found, so the one clause that makes the tool reachable was unwritten. REQ-PL-011 makes the interface sufficient for a client that another person wrote, and OPN-061 holds the rest of that flowdown.",Test,draft
REQ-AD-053,REQ-PL-031,FUN-AD-04,interface,The system shall give whether any declared position names a given declaration.,"DEC-071 refuses the removal of a declaration that another declaration depends on, and DEC-074 makes a position a predicate over the kind, the subject, the writer, the source and the times of an item, so a position is the declaration that depends. REQ-AD-014 gives the position of one named agent, which answers what that agent admits and cannot answer whether any position at all names a declaration. Without this row REQ-ST-050 and REQ-IN-027 would read every position of every agent and apply the predicate themselves, which puts the shape of a position inside two other compartments. FUN-AD-04 already gives a position to a boundary that refuses; this is that, asked the other way round.",Test,draft
REQ-AD-054,REQ-PL-027,FUN-AD-07,functional,The system shall give to an agent the rules for the acts that the position of that agent admits.,"DEC-077. The act ties a rule to a position, because DEC-029 states a position as a part of life state and a set of acts. A rule is stated once, so DEC-019 is met without every agent carrying every rule.",Test,draft
REQ-AD-055,REQ-PL-027,FUN-AD-07,functional,The system shall give to every agent the rules that bound every caller.,"DEC-077. REQ-AD-046 and REQ-AD-052 bound every caller whatever its position admits, and RSK-AD-007 rests on every agent receiving them.",Test,draft
REQ-AD-056,REQ-PL-027,FUN-AD-07,functional,The system shall not give to an agent a rule for an act that the position of that agent does not admit.,"DEC-077. A rule that an agent cannot use is content that it pays for and reasons over on every turn, which DEC-069 names as a cost to reliability.",Test,draft
