id,parent_id,generated_from,type,text,rationale,verification,status
REQ-IA-017,REQ-PL-012,RSK-IA-001,safety,The system shall not give an affirmative answer that approves an action until the user confirms that answer in a step separate from the answer.,"RSK-IA-001. Speech is weak evidence that the user said yes, and a device is not the user. DEC-084 keeps the voice agent in the exchange and makes the confirmation the answer that counts. The means of the step is below this level.",Test,draft
REQ-IA-018,REQ-PL-012,RSK-IA-002,safety,"The system shall present, in the step that confirms an answer, the action as the unit of work states it.","RSK-IA-002. DEC-104 lets the agent that speaks the question state it in its own words, and binds the answer to the action as the request states it. What binds is what the user confirms, so the confirmation carries the action of the unit. The wording of the presentation is below this level.",Test,draft
REQ-IA-019,REQ-PL-009,RSK-IA-003,safety,"The system shall give that the user received a message only when the user opened, answered or acknowledged it.","RSK-IA-003. A message that a service accepted is not a message that the user saw, and an agent that reads it as received assumes what the user knows. That the user opened, answered or acknowledged it is what the platform can observe.",Test,draft
REQ-IA-020,REQ-PL-030,RSK-IA-004,safety,The system shall end the identification of the user after TBD with no exchange.,"RSK-IA-004. REQ-IA-017 protects an approval and does not protect what an exchange discloses or the work that it raises. A client left open is the common cause, and this bounds how long it stays open.",Test,draft
REQ-IA-021,REQ-PL-030,RSK-IA-004,safety,The system shall report to the user each identification from a client that it has not identified before.,RSK-IA-004. A person who is not the user and is identified as the user is not seen by the user without this.,Test,draft
REQ-IA-022,REQ-PL-030,RSK-IA-005,safety,The system shall give an answer only to the unit of work that it presented when the user gave that answer.,"RSK-IA-005. Two units can wait at one time, and an answer that reaches the wrong one approves the wrong action.",Test,draft
REQ-IA-023,REQ-PL-017,RSK-IA-008,safety,The system shall report each exchange that it could not write to life state.,"RSK-IA-008. A lost exchange is seen by nobody. DEC-120 lets this system hold an exchange until it is written, as state for its own work, and how it tries again is below this level. An exchange that it still cannot write is reported.",Test,draft
REQ-IA-024,REQ-PL-012,RSK-IA-009,safety,"The system shall give, for each unit of work that waits for the user, whether the user opened it.","RSK-IA-009. A question that the user never opened stops the work that waits on it. DEC-104 keeps the choice of when to ask again with the agent, so this system reports and does not ask again itself. REQ-IA-012 keeps the unit in every client. The agent that asks receives this over INT-PL-33.",Test,draft
REQ-IA-025,REQ-PL-010,RSK-IA-011,safety,The system shall show the user the agent that an exchange is attached to.,"RSK-IA-011. An agent other than the one chosen answers from a different position, and the user sees that only when the agent is shown.",Test,draft
REQ-IA-026,REQ-PL-001,FUN-IA-04,interface,"The system shall state, with each exchange that it writes, the client of that exchange as its source.","INT-PL-28. REQ-ST-002 refuses a write of an observed item that does not state its source, and the client is where the exchange was observed.",Test,draft
REQ-IA-027,REQ-PL-001,FUN-IA-04,interface,The system shall write each exchange as an item of the kind of an exchange.,"INT-PL-57. DEC-121: this system states the kind and no agent declares it. REQ-ST-060 refuses an exchange that is not in that form, and REQ-ST-061 refuses an exchange from any other writer.",Test,draft
REQ-IA-028,REQ-PL-001,FUN-IA-04,interface,"The system shall state, with each exchange that it writes, the agent of that exchange.","INT-PL-32. What an agent derives from an exchange depends on which agent took part. DEC-121 makes it content of the item, which REQ-ST-060 accepts as part of the form of the kind.",Test,draft
REQ-IA-029,REQ-PL-025,FUN-IA-05,functional,The system shall keep available to the user each question and each message that the platform raises when it cannot continue to operate without an action.,"REQ-PL-025 puts a question or a message to the user, and the user can answer or read it only if the user can find it. It is a unit that asks the user like any other, and REQ-IA-011 holds the same for requests that REQ-PL-012 needs. The first text said the work that the platform sends to the user. DEC-097: what reaches the user is a question or a message, and never work.",Test,draft
REQ-IA-030,REQ-PL-012,FUN-IA-06,functional,"The system shall tell the user, in the exchange in which the user gave an answer, of each refusal of that answer, with the request that the answer was to.","DEC-094. An answer that arrives after its unit closed is refused (REQ-WC-061), and without this the user believes that the action was approved. INT-PL-35. OPN-077. The refusal returns while the answer is given, so the user is in that exchange. DEC-101 keeps a new message for the user with an agent, and this is the reply to the act of the user and not a new message.",Test,draft
REQ-IA-031,REQ-PL-024,FUN-IA-01,functional,The system shall not give an agent the state that it holds to identify the user and to carry an exchange.,"DEC-120. This system holds the state that it needs for its own work. Given to an agent, that state becomes a fifth place that the user cannot see, limit or remove, which DEC-024 was written to prevent. OPN-067.",Test,draft
REQ-IA-032,REQ-PL-001,FUN-IA-04,interface,"The system shall give State Custody the kind of an exchange, with a form that states whether the exchange is spoken or in text and the agent of the exchange.","DEC-121. The form of an exchange is an output of this system and not a judgement, so this system states it and no agent declares it. OPN-069.",Test,draft
