id,parent_id,generated_from,type,text,rationale,verification,status
REQ-AC-013,REQ-PL-012,FUN-AC-04,interface,"The system shall give Authorization each act on the outside world that a caller calls, with its arguments, for classification.","REQ-PL-012 makes the platform tell the difference between an action that needs authorization and one that does not. DEC-103 has Authorization judge the act with its arguments, because REQ-PL-013 gates a message to a third party and not a message to the user. DEC-102 classifies each act on the outside world at the call, and the holder of an act inside the platform gates it.",Test,draft
REQ-AC-014,REQ-PL-012,FUN-AC-04,interface,The system shall accept from Authorization whether an act that a caller called is in a declared class.,REQ-AU-004 supplies the answer. REQ-AU-008 answers that an act is in a declared class when Authorization cannot decide.,Test,draft
REQ-AC-015,REQ-PL-012,FUN-AC-04,functional,The system shall treat an act on the outside world as in a declared class when Authorization gives no answer to its classification within TBD.,"DEC-110 and OPN-051. To continue is the effect of RSK-AU-001, and to stop makes RSK-AU-006 total, so the user becomes the fallback for an act on the outside world. The value depends on REQ-AU-010 and is TBD (rule 13). DEC-102 classifies only an act on the outside world.",Test,draft
REQ-AC-016,REQ-PL-012,FUN-AC-04,functional,The system shall refuse a call to an act on the outside world that is in a declared class.,"REQ-PL-012 and DEC-104. A call carries no answer of the user, so an act in a declared class is done only when Work and Coordination sends it released with its answer. REQ-AC-018 then checks that the request states the act that is done. The first text also told the caller why, which is REQ-AC-029.",Test,draft
REQ-AC-017,REQ-PL-012,FUN-AC-04,interface,"The system shall accept from Work and Coordination each released gated unit, with the affirmative answer to it.","REQ-WC-069 and REQ-WC-058 send it, and DEC-108 sends every released gated unit here, whichever system holds its act. OPN-079.",Test,draft
REQ-AC-018,REQ-PL-012,FUN-AC-04,functional,The system shall not do or carry a released gated unit unless the affirmative answer that it receives with it is to a request that states its act with its arguments.,"REQ-PL-012 refuses an action until the platform records an affirmative answer to a request that states that action. REQ-WC-068 checks this before it sends, and this row checks it where the act is done or handed to its holder, for every gated act (DEC-108, OPN-083). DEC-105 makes the arguments state the effect, so the answer binds to what occurs. The first text named an act in a declared class. This system does not classify an act inside the platform, so the row covers every released gated unit.",Test,draft
REQ-AC-019,REQ-PL-014,FUN-AC-05,interface,The system shall give each act on the outside world that it admits to External Access as a call to the external service that the declaration of the act states.,"DEC-032 makes External Access the only route to an external service, and DEC-107 makes this system the only one that refuses an act on the outside world. External Access checks no authority, so a call reaches it only after this system admitted and classified the act.",Test,draft
REQ-AC-020,REQ-PL-007,FUN-AC-05,interface,"The system shall give Work and Coordination the result of each gated act, or that its call returned no result.","REQ-WC-070 closes a gated unit with the result, and the raiser reads it there (REQ-WC-021). DEC-108 returns every result through this system, so Work and Coordination has one supplier of it. OPN-079. The first text gave the result only. A call that returns no result still ends the gated unit, and REQ-AC-024 does not repeat it, so Work and Coordination must be told.",Test,draft
REQ-AC-021,REQ-PL-014,FUN-AC-06,interface,"The system shall give Self-Observation, for each act on the outside world that it did, the act with its arguments, the agent that called it or raised its gated unit, the time, the result, and the authority as the unit of work that holds the affirmative answer or as the declared class that states that the act needs no authorization of the user.","REQ-PL-014 and DEC-106. This system holds no body (DEC-024), so the record is held as data about the platform. DEC-050 keeps the answer with the unit of work that asked, and a copy is a second record of one answer that drifts (DEC-019), so the record names the unit. DEC-109 gates an act on the outside world that no class names, so an act that is done without an answer is one that a declared class exempts, and the record names that class. A gated act is done for its raiser and not at a call. The first text named the classification that the act is in no declared class, and the agent that called the act. The user may remove the record under REQ-PL-026, and DEC-106 accepts that what it held is then lost.",Test,draft
REQ-AC-022,REQ-PL-029,FUN-AC-06,functional,"The system shall state the agent and the time of each act on the outside world, and shall not accept them from the caller.",REQ-PL-029 and DEC-056. A caller that states its own identity attributes its act to another agent.,Test,draft
REQ-AC-023,REQ-PL-014,RSK-AC-003,safety,The system shall give Self-Observation the record of an act on the outside world before it gives that act to External Access.,"RSK-AC-003. A process can stop between the call and the record, and then the act occurred and nothing states it. A record that exists before the call and has no result shows an act whose result is not known, which a reader can find. REQ-AC-021 states what the record holds. The first text also completed the record, which is REQ-AC-030.",Test,draft
REQ-AC-024,REQ-PL-012,RSK-AC-004,safety,The system shall not repeat an act on the outside world whose call returned no result.,"RSK-AC-004. A call that returns no result may have had its effect, because the failure can come after the effect. An error is a result and states that nothing occurred, and no result states nothing. DEC-048 permits the action that the request states and no other, and a repeat is another action. This system holds no body (DEC-024), so it knows which calls have no result from the records of REQ-AC-023. The first text also told the caller, which is REQ-AC-031. A call that the caller makes again is a new call and is classified again: what the caller does with no result is agent behaviour (MET-002). An act that a declared class exempts is not seen by the user again when the caller repeats it, and that residual is agent behaviour and not a failure of this system.",Test,draft
REQ-AC-025,REQ-PL-012,RSK-AC-005,safety,The system shall not do or carry a released gated unit that it did or carried before.,"RSK-AC-005. DEC-048 permits one action for one answer. REQ-WC-029 keeps Work and Coordination from sending a unit two times, and rule 8 refuses a mitigation from a sibling, so this system refuses the second one itself. This system holds no body (DEC-024), so it knows which units it did from the records of REQ-AC-023.",Test,draft
REQ-AC-026,REQ-PL-012,FUN-AC-04,interface,"The system shall carry each released gated unit whose act another system holds to that system, with its raiser, the affirmative answer and the request that it answers.","DEC-108 sends every released gated unit here, and REQ-AC-018 checks it before it is carried. The holder then does the act, and REQ-AU-003 and REQ-AU-014 read the answer where a class changes. The holder states the raiser as the writer of what the act changes (REQ-AU-011), so the raiser crosses with the unit. The first text did not carry the raiser.",Test,draft
REQ-AC-027,REQ-PL-029,FUN-AC-02,interface,"The system shall state, with each call that it carries to another system, the caller of that call, and shall not accept the caller from the call.","REQ-PL-029 and DEC-056. After DEC-102 the call that a holder observes comes from this system, so the holder cannot observe the caller itself (REQ-ST-037). The holder refuses by the position of the caller (DEC-019), so the caller that it reads must be one that the caller did not state.",Test,draft
REQ-AC-028,REQ-PL-005,RSK-AC-002,safety,The system shall not do a released gated unit whose act on the outside world the position of its raiser does not admit.,"RSK-AC-002. REQ-AC-007 refuses a call, and a released gated unit is not a call. Without this row an agent raises a gated unit for an act that its position does not admit, and an answer of the user then does the act. DEC-048 states that a yes is not a change to what a position admits. The holder of an act inside the platform refuses by the position of the raiser that REQ-AC-026 carries (DEC-102), so this row covers the acts that this system holds. The first text also covered a unit that it carries.",Test,draft
REQ-AC-029,REQ-PL-012,FUN-AC-04,functional,"The system shall give the caller, with each refusal of an act that is in a declared class, that the act needs an affirmative answer of the user.","DEC-104 has the caller raise the request, and the caller must know that the refusal is one that an answer removes and not one that its position causes.",Test,draft
REQ-AC-030,REQ-PL-014,RSK-AC-003,safety,"The system shall complete the record of each act on the outside world with the result of its call, or with that the call returned no result.",RSK-AC-003. REQ-AC-023 gives the record before the call. A record that is not completed is how a reader finds an act whose result is not known.,Test,draft
REQ-AC-031,REQ-PL-011,FUN-AC-05,functional,The system shall give the caller of an act on the outside world whose call returned no result that the call returned no result.,"The caller gets the fact and not an interpretation of it, so it can find out what occurred before it calls again. An error is a result and reaches the caller through REQ-AC-011.",Test,draft
REQ-AC-032,REQ-PL-011,FUN-AC-02,performance,"The system shall give its answer to a call within TBD, apart from the time that the system that does the act takes.","DEC-102 puts this system on the path of every act, as REQ-AU-010 is on the path of each act on the outside world and REQ-AD-015 is for a position. The value depends on the host and on the caller, and is TBD (rule 13).",Test,draft
REQ-AC-033,REQ-PL-011,FUN-AC-02,interface,The system shall accept the result of each act that it carried to another system or gave to External Access.,"REQ-AC-011 gives the result to the caller and REQ-AC-020 gives the result of a gated act to Work and Coordination, and neither accepts it.",Test,draft
REQ-AC-035,REQ-PL-031,FUN-AC-01,functional,"The system shall refuse a change to a declared act, and the removal of a declared act, that a declared class which states that an act needs no authorization names.","DEC-071 and DEC-109. An exemption was approved for the act as it was declared, and a change to the service or to the arguments would keep that approval for another act. DEC-109 makes an exemption name each act that it covers, so the dependency can be found. The exemption is changed or removed first, with an answer of the user (REQ-AU-003, REQ-AU-014), and the act is then changed and is gated until an exemption covers it again. A class that gates an act does not block a change, because the changed act stays gated. The first text refused a change for every class that names the act.",Test,draft
REQ-AC-036,REQ-PL-012,RSK-AC-005,safety,"The system shall not do or carry a released gated unit, or repeat a call to an act on the outside world, when it cannot read the records that state whether it did that act before.","RSK-AC-004 and RSK-AC-005 rest on the records of REQ-AC-023, which Self-Observation holds (DEC-106). A record that cannot be read gives no evidence that the act did not occur, so the system fails closed. The act waits and is not lost: the gated unit stays with Work and Coordination.",Test,draft
