id,parent_id,generated_from,type,text,rationale,verification,status
REQ-ST-011,REQ-PL-015,FUN-ST-04,functional,The system shall tell an observed value from a derived value.,REQ-PL-015. An inference that a reader cannot identify is given as a fact.,Test,draft
REQ-ST-012,REQ-PL-015,FUN-ST-04,functional,"The system shall hold, with each derived value, the data that the derivation used and the time of the derivation.","DEC-011. A derived value decays when its inputs move on and nothing replaces it. The reader judges it, and the reader needs the inputs and the time to do so.",Test,draft
REQ-ST-013,REQ-PL-015,FUN-ST-04,functional,The system shall hold two assertions about one item that have different writers or different sources.,"DEC-022. Two assertions with two origins are two assertions. DEC-061 makes the origin the writer and the source together, so either one differing makes two assertions. To judge which is correct is a judgement about content, and REQ-PL-019 says that the platform does not make one. The first text said one subject, which DEC-063 then made a declared node of a hierarchy that many items carry, so the row read far wider than the DEC-022 case it comes from. What an item is, is OPN-062.",Test,draft
REQ-ST-014,REQ-PL-015,FUN-ST-04,interface,"The system shall give, with each value that it serves, the writer of that value, the source of that value when it has one, and its times.","A reader that cannot see who wrote a value, where it came from and when cannot judge it. This is what makes DEC-011 work for a derived value and DEC-022 work for two assertions. DEC-061 separates the writer from the source, and a derived value has no source.",Test,draft
REQ-ST-015,REQ-PL-002,FUN-ST-05,functional,The system shall answer a query for the value of an item.,REQ-PL-002. An agent needs an exact value.,Test,draft
REQ-ST-016,REQ-PL-002,FUN-ST-06,functional,"The system shall answer a query by meaning, and shall give the items that relate to the subject of the query.","REQ-PL-002. An agent needs related values as well as exact ones, from one body of data. The criteria for what relates to a subject are TST- entries below this level.",Demonstration,draft
REQ-ST-017,REQ-PL-024,FUN-ST-07,functional,The system shall not serve to a caller a part of life state that the position of that caller does not admit.,"REQ-PL-024. Agent Definition declares the position and what it admits, and this boundary refuses (DEC-019).",Test,draft
REQ-ST-018,REQ-PL-024,FUN-ST-07,functional,The system shall not accept a write to a part of life state that the position of the writer does not admit.,"REQ-PL-024 states the limit for serving and for writing, and DEC-010 limits what an agent writes in the same way as what it reads. Agent Definition declares the position and this boundary refuses (DEC-019).",Test,draft
REQ-ST-019,REQ-PL-022,FUN-ST-08,functional,"The system shall make a copy of life state in a location away from the host, one time each day or more often.",REQ-PL-022 and DEC-004. External Access carries the copy to the external service and does not decide what is copied or when (DEC-020).,Test,draft
REQ-ST-020,REQ-PL-022,FUN-ST-08,functional,The system shall restore life state from the copy away from the host.,A copy that nobody restored is not a copy. REQ-PL-022 is met by the restoration and not by the copy.,Test,draft
REQ-ST-021,REQ-PL-021,FUN-ST-08,functional,The copy away from the host shall be in a form that an agent can read when the platform does not run.,"REQ-PL-021 and DEC-004 give the copy two duties. DEC-020 limits the obligation of the platform to the form of the copy, because nothing inside the platform can serve agents while the platform does not run. OPN-007 holds the question of what that form is.",Demonstration,draft
REQ-ST-022,REQ-PL-026,FUN-ST-09,functional,The system shall remove the items that a selection states.,"REQ-PL-026. A person removes by kind and by period and not one item at a time: the heart rate of the last week, the browsing history of the last two days. The selection for a removal is the selection that a query already uses, so removal does not need a second way to state which items it means. Everything from one source is one such selection. The first text said when the user asks, which no test at this boundary can see. REQ-ST-055 states the gate (DEC-113).",Test,draft
REQ-ST-023,REQ-PL-026,RSK-ST-003,safety,"The system shall remove, with each item that it removes, the values that the item held before.","REQ-ST-006 keeps the values that an item held before, for supersession and for provenance. A removal that leaves them leaves the data that the user asked to remove, and the user cannot see that it stayed.",Test,draft
REQ-ST-024,REQ-PL-001,RSK-ST-002,safety,The system shall not report a write as accepted until it holds the item.,"A writer that gets an acceptance does not send the item again. Ingestion then reports a source that is healthy, because the delivery succeeded from outside, and the item is in no part of the platform.",Test,draft
REQ-ST-025,REQ-PL-022,FUN-ST-08,performance,"The system shall report, at an interval of TBD, whether life state can be restored from the copy away from the host.","A copy that nobody restored is not a copy, and RSK-ST-004 is found only by restoring. REQ-ST-020 is the capability to restore; this requirement is how often the platform proves that it still works. The interval depends on what a restoration costs on this host, which is not yet known.",Demonstration,draft
REQ-ST-026,REQ-PL-001,RSK-ST-005,safety,The system shall report a write that it refuses.,"REQ-ST-002, REQ-ST-030 and REQ-ST-041 state refusals at the write path. A refusal that nobody hears is data that one system acquired, another refused, and no report names. One requirement covers every reason to refuse, including REQ-ST-018, so a new reason does not need a new report. REQ-ST-003 was one of the two reasons that this row first named and DEC-062 dropped it.",Test,draft
REQ-ST-027,REQ-PL-015,RSK-ST-006,safety,"The system shall give, with a derived value whose inputs it removed, a statement that those inputs are no longer held.","Removal wins over a derivation. DEC-011 rejected tracking a dependency continuously, and this is not that: REQ-ST-012 already holds the inputs of each derived value, and the system reads them at a removal, which is one action that the user starts.",Test,draft
REQ-ST-028,REQ-PL-002,FUN-ST-05,performance,The system shall answer a query for the value of an item within TBD.,"Life state grows and nothing expires (DEC-021), so the time to answer grows with it. The value depends on the host and on what a caller needs. The time for a query by meaning waits for OPN-003 and OPN-023.",Test,draft
REQ-ST-029,REQ-PL-031,FUN-ST-10,functional,The system shall accept the declaration of a kind of item. The declaration shall state the form of the items of that kind.,"DEC-025. Without a declared form, nothing can refuse a write that does not match it, and nobody can state what life state contains. REQ-PL-031 is the parent: this row is the act of declaring, and REQ-ST-030 carries the need, because it refuses a write whose kind is not declared.",Demonstration,draft
REQ-ST-030,REQ-PL-001,FUN-ST-10,interface,The system shall refuse a write of an item whose kind is not declared and is not the kind of an exchange.,"DEC-025. This is the form that REQ-IN-005 converts a delivery into, and it is the acceptance rule that DEC-014 puts on this side of that contract. DEC-121 fixes the kind of an exchange by design and not by declaration (REQ-ST-058).",Test,draft
REQ-ST-031,REQ-PL-001,FUN-ST-10,functional,"The system shall hold, with each declared kind, the writer that declared it.","DEC-026 lets an agent ask a second agent to declare a kind in its own name. The declaration is only examinable afterwards if it carries the agent that made it, in the same way that DEC-022 makes the origin part of what identifies an assertion. DEC-061 makes that agent the writer, which REQ-ST-037 states and does not take from the caller.",Test,draft
REQ-ST-032,REQ-PL-005,FUN-ST-07,functional,The system shall refuse the declaration of a kind from a writer whose position does not admit it.,"REQ-PL-005 limits an agent to the authority that its position gives. DEC-019 makes each boundary refuse, and a declaration arrives at this one. The refusal is what makes DEC-026 necessary and makes RSK-PL-007 unreachable by this path.",Test,draft
REQ-ST-033,REQ-PL-001,FUN-ST-02,functional,"The system shall hold, with each item, the time of the observation when the writer supplied that time.","DEC-062, which carries this part of DEC-016 unchanged. A source does not always supply a time of observation, so this time is not refused and is never given a default value. REQ-IN-018 states the supplying side of this pair.",Test,draft
REQ-ST-034,REQ-PL-001,FUN-ST-05,functional,The system shall answer a query over every item that it holds and that the position of the caller admits.,"REQ-PL-001 holds life state as one body. One body is a property that a caller can observe and not a statement about how the data is held: a caller does not have to know where an item is, and does not have to ask two times. The only partition that a caller sees is position (REQ-PL-024). How the system holds the body is a decision below this level, and MET-005 does not permit a requirement to name a store.",Test,draft
REQ-ST-035,REQ-PL-022,FUN-ST-08,functional,The copy away from the host shall be of a state of life state that the system held at one time.,"RSK-ST-004 names a copy that is not consistent as a cause, and no requirement answered it. A copy that is made while writes are in progress holds some items that are new and some that are old, and life state was never in that state. A derived value in such a copy can name inputs that the copy does not hold. REQ-ST-025 finds this after the fact. This requirement states the property and names no mechanism.",Test,draft
REQ-ST-036,REQ-PL-028,FUN-ST-10,functional,"The system shall accept the declaration of a kind, and a change to a kind, from an agent only.","REQ-PL-028 accepts a declaration, and a change to a declaration, from an agent only, and DEC-115 gives the reason: to structure a statement of the user into a declaration is a judgement and DEC-030 keeps a judgement out of the platform. REQ-ST-029 accepts the declaration of a kind and does not state the writer. DEC-025 lets an agent declare a kind, and DEC-115 states that the user does not write one. REQ-AU-002 states the same for a declared class. OPN-050 recorded that REQ-PL-028 had one child while four declaration holders stated nothing. The kind of an exchange is not a declaration (DEC-121).",Test,draft
REQ-ST-037,REQ-PL-029,FUN-ST-01,functional,"The system shall state, with each item, the writer that made the write.","REQ-PL-029 and DEC-056. The platform observes the call, so the platform states who made it, and a later reader judges an assertion by a writer that the writer did not choose. REQ-PL-029 was written after this system and had no child here, which is what OPN-045 found. REQ-ST-004 holds the source, which the writer does state, because only the system at the boundary observed it (DEC-061).",Test,draft
REQ-ST-038,REQ-PL-029,FUN-ST-01,functional,The system shall refuse a write that states its writer.,"REQ-PL-029 refuses a writer that the caller supplies, and REQ-ST-037 states it instead. To refuse and not to ignore, because a caller that supplied a writer and got no report believes that the platform holds what it sent, and REQ-ST-026 reports a write that the system refuses. Rule 1 keeps this apart from REQ-ST-037: one row states the writer and one row refuses the writer that a caller states.",Test,draft
REQ-ST-039,REQ-PL-029,FUN-ST-01,functional,The system shall refuse a write that states the time at which the system received it.,"REQ-PL-029 refuses a time that the caller supplies, and REQ-ST-005 states it instead. To refuse and not to ignore, for the reason that REQ-ST-038 gives for the writer. Rule 1 keeps the two refusals apart.",Test,draft
REQ-ST-040,REQ-PL-031,FUN-ST-11,functional,The system shall accept the declaration of a subject. The declaration shall state the place of that subject in the hierarchy.,"DEC-063. REQ-ST-029 states the same for a kind. DEC-044 holds subjects in a hierarchy, so the place is what the declaration adds. REQ-PL-031 is the parent: this row is the act of declaring, and REQ-ST-041 carries the need, because it refuses a write of an item that carries an undeclared subject.",Test,draft
REQ-ST-041,REQ-PL-001,FUN-ST-11,functional,The system shall refuse a write of an item that carries a subject that is not declared.,"DEC-063. REQ-ST-030 states the same for a kind. Typed functional and not interface, because no writer has a requirement to supply a subject and no interface row states that contract yet.",Test,draft
REQ-ST-042,REQ-PL-001,FUN-ST-11,functional,"The system shall hold, with each declared subject, the writer that declared it.","DEC-063 and DEC-061. REQ-ST-031 states the same for a kind, and DEC-044 already makes each subject carry the writer that stated it.",Test,draft
REQ-ST-043,REQ-PL-005,FUN-ST-07,functional,The system shall refuse the declaration of a subject from a writer whose position does not admit it.,"DEC-063. REQ-ST-032 states the same for a kind. DEC-044 makes the position of a writer bound the subjects that it may add, and a declaration that no position bounds goes around that bound.",Test,draft
REQ-ST-044,REQ-PL-028,FUN-ST-11,functional,"The system shall accept the declaration of a subject, and a change to a subject, from an agent only.",REQ-PL-028 and DEC-063. REQ-ST-036 states the same for a kind.,Test,draft
REQ-ST-045,REQ-PL-031,FUN-ST-10,functional,The system shall accept a change to a declared kind.,"REQ-PL-031. REQ-ST-036 states that a change to a kind comes from an agent only, which constrains the writer and does not state that the system accepts the act. Nothing stated the act, so there was no row to verify and no criterion to write.",Test,draft
REQ-ST-046,REQ-PL-031,FUN-ST-11,functional,The system shall accept a change to a declared subject.,"REQ-PL-031. REQ-ST-044 constrains the writer in the same way that REQ-ST-036 does for a kind, and states no act. DEC-063 makes the declaration state the place of the subject in the hierarchy, so a change reaches that place as well.",Test,draft
REQ-ST-047,REQ-PL-031,FUN-ST-10,functional,The system shall accept the removal of a declared kind.,"REQ-PL-031 and DEC-071. The items of that kind are held and are not removed. REQ-ST-030 refuses a later write of that kind, so the removal bounds what the platform accepts from that point, which is what a declaration does. REQ-ST-051 states what a reader of a held item is told.",Test,draft
REQ-ST-048,REQ-PL-031,FUN-ST-11,functional,The system shall accept the removal of a declared subject.,"REQ-PL-031 and DEC-071. REQ-ST-041 refuses a later write of an item that carries it. The items that already carry that subject are held, and DEC-044 keeps a subject that one writer stated from being replaced by another.",Test,draft
REQ-ST-049,REQ-PL-031,FUN-ST-11,functional,The system shall refuse the removal of a declared subject that has a declared subject below it.,"DEC-071. DEC-044 holds subjects in a hierarchy and makes a position that admits a subject admit each subject below it, so to remove a subject in the middle leaves the subjects below it with no place. The subject below is itself removable, so the refusal leaves a path.",Test,draft
REQ-ST-050,REQ-PL-031,FUN-ST-07,functional,The system shall refuse the removal of a declaration that a position names.,"DEC-071. DEC-074 makes a position a predicate over the kind, the subject, the writer, the source and the times of an item. A predicate that names a declaration which no longer exists admits more or admits less, and nothing in the model states which, so DEC-074 stops being total. REQ-AD-053 gives this system whether any declared position names a declaration (INT-PL-26), which is what this refusal reads. REQ-AD-014 answers for one named agent and cannot answer this.",Test,draft
REQ-ST-051,REQ-PL-015,RSK-ST-012,safety,"The system shall give, with a value whose declared kind or whose source definition is removed, a statement that no later observation of that value can arrive.","RSK-ST-012. REQ-ST-014 already serves the times of each value and REQ-IN-010 gives the last delivery of each source, so a reader that reads the times sees that a value is old. Neither says that it can never be new, and that is the difference between a value that is rarely observed and a value that is frozen. REQ-ST-027 states the same shape for a derived value whose inputs were removed.",Test,draft
REQ-ST-052,REQ-PL-032,FUN-ST-07,interface,"The system shall accept a call of a caller to an act that it holds, and a released gated unit whose act it holds, only from Actuation, with the caller or the raiser that Actuation states.","DEC-111 and OPN-085. A call from elsewhere is a path around Actuation, and a caller read from the call is a position that the caller chose. REQ-AC-027 states the caller. REQ-AC-026 carries a released gated unit with its raiser.",Test,draft
REQ-ST-053,REQ-PL-032,FUN-ST-07,interface,The system shall give Actuation the result of each call and each released gated unit that Actuation carried to it.,"DEC-111. The caller waits on its call to Actuation, and the result returns on that call (REQ-AC-011). A released gated unit has no caller that waits, and Actuation gives its result to Work and Coordination (REQ-AC-020). OPN-079.",Test,draft
REQ-ST-054,REQ-PL-005,FUN-ST-07,functional,The system shall refuse a released gated unit whose act the position of its raiser does not admit.,"DEC-048: a yes is not a change to what a position admits. REQ-AC-028 covers the acts that Actuation holds, and the holder of an act inside the platform covers its own. Without this row an agent raises a unit for an act that its position does not admit, and the answer of the user does the act.",Test,draft
REQ-ST-055,REQ-PL-012,FUN-ST-09,functional,The system shall not remove items until the platform records an affirmative answer to a request that states the selection of that removal.,"DEC-113. Nobody can reverse a removal (REQ-PL-026), and the user starts it (DEC-115). The request states the selection, so the answer binds to the items that the removal takes (DEC-104).",Test,draft
REQ-ST-056,REQ-PL-012,FUN-ST-09,functional,"The system shall give the caller, with each refusal of an act that has no affirmative answer of the user, that the act needs an affirmative answer of the user.","DEC-104 has a boundary refuse and tell the caller, and the caller raises the request. Without this row the caller does not learn that the act needs an answer, and the request is never raised.",Test,draft
REQ-ST-057,REQ-PL-005,FUN-ST-07,functional,The system shall refuse a removal from a caller whose position does not admit it.,"DEC-019 makes each boundary refuse what a position does not admit. REQ-ST-018 refuses a write, and a removal is a separate act.",Test,draft
REQ-ST-058,REQ-PL-001,FUN-ST-10,interface,The system shall accept the kind of an exchange from Interaction only.,DEC-121. Interaction is the only writer of an exchange and its form is an output of the design of Interaction. OPN-069.,Test,draft
REQ-ST-059,REQ-PL-001,FUN-ST-10,functional,"The system shall refuse a change to the kind of an exchange, and its removal, from a caller.","DEC-121. A change by an agent can make this system refuse every write of an exchange (REQ-ST-030), and REQ-IA-023 then reports a loss that nobody chose. The kind is not a declaration, so no caller changes it. A change comes from Interaction under REQ-ST-058.",Test,draft
REQ-ST-060,REQ-PL-001,FUN-ST-01,interface,The system shall refuse a write of an item that is not in the form that its kind states.,"DEC-025. REQ-ST-030 refuses a kind that is not declared and did not refuse an item of a declared kind in another form, while its rationale read as if it did. A declaration is cheap because something checks against it, and the form is what is checked. Found in the sweep of OPN-069.",Test,draft
REQ-ST-061,REQ-PL-001,FUN-ST-01,interface,The system shall refuse a write of an item of the kind of an exchange from a writer other than Interaction.,"DEC-121. Interaction is the only writer of an exchange. Without this, a writer whose position admits a write to life state can write an exchange that names another agent, and a reader takes it as what the user said.",Test,draft
